"","continent","year","energy_type","consumption"
"2025","Europe",2015,"coal",189.861
"2026","Europe",2016,"coal",191.207
"2027","Europe",2017,"coal",181.331
"2028","Europe",2018,"coal",180.199
"2029","Europe",2019,"coal",167.81
"2030","Europe",1965,"coal",43.009
"2031","Europe",1966,"coal",48.745
"2032","Europe",1967,"coal",41.733
"2033","Europe",1968,"coal",37.393
"2034","Europe",1969,"coal",34.155
"2035","Europe",1970,"coal",27.319
"2036","Europe",1971,"coal",16.718
"2037","Europe",1972,"coal",17.08
"2038","Europe",1973,"coal",26.178
"2039","Europe",1974,"coal",24.729
"2040","Europe",1975,"coal",23.858
"2041","Europe",1976,"coal",33.147
"2042","Europe",1977,"coal",38.13
"2043","Europe",1978,"coal",42.009
"2044","Europe",1979,"coal",50.097
"2045","Europe",1980,"coal",71.498
"2046","Europe",1981,"coal",57.144
"2047","Europe",1982,"coal",68.932
"2048","Europe",1983,"coal",65.831
"2049","Europe",1984,"coal",69.386
"2050","Europe",1985,"coal",84.57
"2051","Europe",1986,"coal",85.546
"2052","Europe",1987,"coal",83.971
"2053","Europe",1988,"coal",78.568
"2054","Europe",1989,"coal",64.57
"2055","Europe",1990,"coal",70.834
"2056","Europe",1991,"coal",96.074
"2057","Europe",1992,"coal",80.025
"2058","Europe",1993,"coal",83.944
"2059","Europe",1994,"coal",90.271
"2060","Europe",1995,"coal",75.46
"2061","Europe",1996,"coal",103.723
"2062","Europe",1997,"coal",77.108
"2063","Europe",1998,"coal",65.532
"2064","Europe",1999,"coal",55.053
"2065","Europe",2000,"coal",46.183
"2066","Europe",2001,"coal",48.816
"2067","Europe",2002,"coal",48.874
"2068","Europe",2003,"coal",66.683
"2069","Europe",2004,"coal",51.114
"2070","Europe",2005,"coal",43.126
"2071","Europe",2006,"coal",65.442
"2072","Europe",2007,"coal",54.108
"2073","Europe",2008,"coal",47.655
"2074","Europe",2009,"coal",46.883
"2075","Europe",2010,"coal",44.574
"2076","Europe",2011,"coal",37.661
"2077","Europe",2012,"coal",28.763
"2078","Europe",2013,"coal",37.635
"2079","Europe",2014,"coal",30.544
"2080","Europe",2015,"coal",20.101
"2081","Europe",2016,"coal",24.355
"2082","Europe",2017,"coal",18.22
"2083","Europe",2018,"coal",18.556
"2084","Europe",2019,"coal",10.794
"2085","Africa",1980,"coal",NA
"2086","Africa",1981,"coal",NA
"2087","Africa",1982,"coal",NA
"2088","Africa",1983,"coal",NA
"2089","Africa",1984,"coal",NA
"2090","Africa",1985,"coal",NA
"2091","Africa",1986,"coal",NA
"2092","Africa",1987,"coal",NA
"2093","Africa",1988,"coal",NA
"2094","Africa",1989,"coal",NA
"2095","Africa",1990,"coal",NA
"2096","Africa",1991,"coal",NA
"2097","Africa",1992,"coal",NA
"2098","Africa",1993,"coal",NA
"2099","Africa",1994,"coal",NA
"2100","Africa",1995,"coal",NA
"2101","Africa",1996,"coal",NA
"2102","Africa",1997,"coal",NA
"2103","Africa",1998,"coal",NA
"2104","Africa",1999,"coal",NA
"2105","Africa",2000,"coal",NA
"2106","Africa",2001,"coal",NA
"2107","Africa",2002,"coal",NA
"2108","Africa",2003,"coal",NA
"2109","Africa",2004,"coal",NA
"2110","Africa",2005,"coal",NA
"2111","Africa",2006,"coal",NA
"2112","Africa",2007,"coal",NA
"2113","Africa",2008,"coal",NA
"2114","Africa",2009,"coal",NA
"2115","Africa",2010,"coal",NA
"2116","Africa",2011,"coal",NA
"2117","Africa",2012,"coal",NA
"2118","Africa",2013,"coal",NA
"2119","Africa",2014,"coal",NA
"2120","Africa",2015,"coal",NA
"2121","Africa",2016,"coal",NA
"2122","Americas",1980,"coal",NA
"2123","Americas",1981,"coal",NA
"2124","Americas",1982,"coal",NA
"2125","Americas",1983,"coal",NA
"2126","Americas",1984,"coal",NA
"2127","Americas",1985,"coal",NA
"2128","Americas",1986,"coal",NA
"2129","Americas",1987,"coal",NA
"2130","Americas",1988,"coal",NA
"2131","Americas",1989,"coal",NA
"2132","Americas",1990,"coal",NA
"2133","Americas",1991,"coal",NA
"2134","Americas",1992,"coal",NA
"2135","Americas",1993,"coal",NA
"2136","Americas",1994,"coal",NA
"2137","Americas",1995,"coal",NA
"2138","Americas",1996,"coal",NA
"2139","Americas",1997,"coal",NA
"2140","Americas",1998,"coal",NA
"2141","Americas",1999,"coal",NA
"2142","Americas",2000,"coal",NA
"2143","Americas",2001,"coal",NA
"2144","Americas",2002,"coal",NA
"2145","Americas",2003,"coal",NA
"2146","Americas",2004,"coal",NA
"2147","Americas",2005,"coal",NA
"2148","Americas",2006,"coal",NA
"2149","Americas",2007,"coal",NA
"2150","Americas",2008,"coal",NA
"2151","Americas",2009,"coal",NA
"2152","Americas",2010,"coal",NA
"2153","Americas",2011,"coal",NA
"2154","Americas",2012,"coal",NA
"2155","Americas",2013,"coal",NA
"2156","Americas",2014,"coal",NA
"2157","Americas",2015,"coal",NA
"2158","Americas",2016,"coal",NA
"2159","Americas",1980,"coal",NA
"2160","Americas",1981,"coal",NA
"2161","Americas",1982,"coal",NA
"2162","Americas",1983,"coal",NA
"2163","Americas",1984,"coal",NA
"2164","Americas",1985,"coal",NA
"2165","Americas",1986,"coal",NA
"2166","Americas",1987,"coal",NA
"2167","Americas",1988,"coal",NA
"2168","Americas",1989,"coal",NA
"2169","Americas",1990,"coal",NA
"2170","Americas",1991,"coal",NA
"2171","Americas",1992,"coal",NA
"2172","Americas",1993,"coal",NA
"2173","Americas",1994,"coal",NA
"2174","Americas",1995,"coal",NA
"2175","Americas",1996,"coal",NA
"2176","Americas",1997,"coal",NA
"2177","Americas",1998,"coal",NA
"2178","Americas",1999,"coal",NA
"2179","Americas",2000,"coal",NA
"2180","Americas",2001,"coal",NA
"2181","Americas",2002,"coal",NA
"2182","Americas",2003,"coal",NA
"2183","Americas",2004,"coal",NA
"2184","Americas",2005,"coal",NA
"2185","Americas",2006,"coal",NA
"2186","Americas",2007,"coal",NA
"2187","Americas",2008,"coal",NA
"2188","Americas",2009,"coal",NA
"2189","Americas",2010,"coal",NA
"2190","Americas",2011,"coal",NA
"2191","Americas",2012,"coal",NA
"2192","Americas",2013,"coal",NA
"2193","Americas",2014,"coal",NA
"2194","Americas",2015,"coal",NA
"2195","Americas",2016,"coal",NA
"2196","Americas",1965,"coal",0
"2197","Americas",1966,"coal",0
"2198","Americas",1967,"coal",0
"2199","Americas",1968,"coal",0
"2200","Americas",1969,"coal",0
"2201","Americas",1970,"coal",0
"2202","Americas",1971,"coal",0
"2203","Americas",1972,"coal",0
"2204","Americas",1973,"coal",0
"2205","Americas",1974,"coal",0
"2206","Americas",1975,"coal",0
"2207","Americas",1976,"coal",0
"2208","Americas",1977,"coal",0
"2209","Americas",1978,"coal",0
"2210","Americas",1979,"coal",0
"2211","Americas",1980,"coal",0
"2212","Americas",1981,"coal",0
"2213","Americas",1982,"coal",0
"2214","Americas",1983,"coal",0
"2215","Americas",1984,"coal",0
"2216","Americas",1985,"coal",0
"2217","Americas",1986,"coal",0
"2218","Americas",1987,"coal",0
"2219","Americas",1988,"coal",0
"2220","Americas",1989,"coal",0
"2221","Americas",1990,"coal",0
"2222","Americas",1991,"coal",0
"2223","Americas",1992,"coal",0
"2224","Americas",1993,"coal",0
"2225","Americas",1994,"coal",0
"2226","Americas",1995,"coal",0
"2227","Americas",1996,"coal",0
"2228","Americas",1997,"coal",0
"2229","Americas",1998,"coal",0
"2230","Americas",1999,"coal",0
"2231","Americas",2000,"coal",0
"2232","Americas",2001,"coal",0
"2233","Americas",2002,"coal",0
"2234","Americas",2003,"coal",0
"2235","Americas",2004,"coal",0
"2236","Americas",2005,"coal",0
"2237","Americas",2006,"coal",0
"2238","Americas",2007,"coal",0
"2239","Americas",2008,"coal",0
"2240","Americas",2009,"coal",0
"2241","Americas",2010,"coal",0
"2242","Americas",2011,"coal",0
"2243","Americas",2012,"coal",0
"2244","Americas",2013,"coal",0
"2245","Americas",2014,"coal",0
"2246","Americas",2015,"coal",0
"2247","Americas",2016,"coal",0
"2248","Americas",2017,"coal",0
"2249","Americas",2018,"coal",0
"2250","Americas",2019,"coal",0
"2251","Africa",1965,"coal",4.687
"2252","Africa",1966,"coal",3.187
"2253","Africa",1967,"coal",4.908
"2254","Africa",1968,"coal",5.106
"2255","Africa",1969,"coal",5.513
"2256","Africa",1970,"coal",5.082
"2257","Africa",1971,"coal",4.171
"2258","Africa",1972,"coal",3.691
"2259","Africa",1973,"coal",3.215
"2260","Africa",1974,"coal",5.613
"2261","Africa",1975,"coal",6.708
"2262","Africa",1976,"coal",6.562
"2263","Africa",1977,"coal",7.484
"2264","Africa",1978,"coal",7.169
"2265","Africa",1979,"coal",7.952
"2266","Africa",1980,"coal",6.402
"2267","Africa",1981,"coal",8.251
"2268","Africa",1982,"coal",8.527
"2269","Africa",1983,"coal",8.088
"2270","Africa",1984,"coal",8.201
"2271","Africa",1985,"coal",8.66
"2272","Africa",1986,"coal",8.707
"2273","Africa",1987,"coal",9.211
"2274","Africa",1988,"coal",10.069
"2275","Africa",1989,"coal",10.305
"2276","Africa",1990,"coal",8.828
"2277","Africa",1991,"coal",9.087
"2278","Africa",1992,"coal",9.308
"2279","Africa",1993,"coal",11.212
"2280","Africa",1994,"coal",12.067
"2281","Africa",1995,"coal",8.074
"2282","Africa",1996,"coal",11.097
"2283","Africa",1997,"coal",9.392
"2284","Africa",1998,"coal",9.24
"2285","Africa",1999,"coal",8.399
"2286","Africa",2000,"coal",10.111
"2287","Africa",2001,"coal",8.895
"2288","Africa",2002,"coal",9.542
"2289","Africa",2003,"coal",9.894
"2290","Africa",2004,"coal",10.113
"2291","Africa",2005,"coal",9.894
"2292","Africa",2006,"coal",9.9
"2293","Africa",2007,"coal",8.999
"2294","Africa",2008,"coal",8.098
"2295","Africa",2009,"coal",7.198
"2296","Africa",2010,"coal",5.396
"2297","Africa",2011,"coal",5.126
"2298","Africa",2012,"coal",4.542
"2299","Africa",2013,"coal",4.487
"2300","Africa",2014,"coal",4.524
"2301","Africa",2015,"coal",9.544
"2302","Africa",2016,"coal",14.521
"2303","Africa",2017,"coal",14.038
"2304","Africa",2018,"coal",25.038
"2305","Africa",2019,"coal",23.094
"2306","Americas",1980,"coal",NA
"2307","Americas",1981,"coal",NA
"2308","Americas",1982,"coal",NA
"2309","Americas",1983,"coal",NA
"2310","Americas",1984,"coal",NA
"2311","Americas",1985,"coal",NA
"2312","Americas",1986,"coal",NA
"2313","Americas",1987,"coal",NA
"2314","Americas",1988,"coal",NA
"2315","Americas",1989,"coal",NA
"2316","Americas",1990,"coal",NA
"2317","Americas",1991,"coal",NA
"2318","Americas",1992,"coal",NA
"2319","Americas",1993,"coal",NA
"2320","Americas",1994,"coal",NA
"2321","Americas",1995,"coal",NA
"2322","Americas",1996,"coal",NA
"2323","Americas",1997,"coal",NA
"2324","Americas",1998,"coal",NA
"2325","Americas",1999,"coal",NA
"2326","Americas",2000,"coal",NA
"2327","Americas",2001,"coal",NA
"2328","Americas",2002,"coal",NA
"2329","Americas",2003,"coal",NA
"2330","Americas",2004,"coal",NA
"2331","Americas",2005,"coal",NA
"2332","Americas",2006,"coal",NA
"2333","Americas",2007,"coal",NA
"2334","Americas",2008,"coal",NA
"2335","Americas",2009,"coal",NA
"2336","Americas",2010,"coal",NA
"2337","Americas",2011,"coal",NA
"2338","Americas",2012,"coal",NA
"2339","Americas",2013,"coal",NA
"2340","Americas",2014,"coal",NA
"2341","Americas",2015,"coal",NA
"2342","Americas",2016,"coal",NA
"2343","Africa",1980,"coal",NA
"2344","Africa",1981,"coal",NA
"2345","Africa",1982,"coal",NA
"2346","Africa",1983,"coal",NA
"2347","Africa",1984,"coal",NA
"2348","Africa",1985,"coal",NA
"2349","Africa",1986,"coal",NA
"2350","Africa",1987,"coal",NA
"2351","Africa",1988,"coal",NA
"2352","Africa",1989,"coal",NA
"2353","Africa",1990,"coal",NA
"2354","Africa",1991,"coal",NA
"2355","Africa",1992,"coal",NA
"2356","Africa",1993,"coal",NA
"2357","Africa",1994,"coal",NA
"2358","Africa",1995,"coal",NA
"2359","Africa",1996,"coal",NA
"2360","Africa",1997,"coal",NA
"2361","Africa",1998,"coal",NA
"2362","Africa",1999,"coal",NA
"2363","Africa",2000,"coal",NA
"2364","Africa",2001,"coal",NA
"2365","Africa",2002,"coal",NA
"2366","Africa",2003,"coal",NA
"2367","Africa",2004,"coal",NA
"2368","Africa",2005,"coal",NA
"2369","Africa",2006,"coal",NA
"2370","Africa",2007,"coal",NA
"2371","Africa",2008,"coal",NA
"2372","Africa",2009,"coal",NA
"2373","Africa",2010,"coal",NA
"2374","Africa",2011,"coal",NA
"2375","Africa",2012,"coal",NA
"2376","Africa",2013,"coal",NA
"2377","Africa",2014,"coal",NA
"2378","Africa",2015,"coal",NA
"2379","Africa",2016,"coal",NA
"2380","Africa",1994,"coal",NA
"2381","Africa",1995,"coal",NA
"2382","Africa",1996,"coal",NA
"2383","Africa",1997,"coal",NA
"2384","Africa",1998,"coal",NA
"2385","Africa",1999,"coal",NA
"2386","Africa",2000,"coal",NA
"2387","Africa",2001,"coal",NA
"2388","Africa",2002,"coal",NA
"2389","Africa",2003,"coal",NA
"2390","Africa",2004,"coal",NA
"2391","Africa",2005,"coal",NA
"2392","Africa",2006,"coal",NA
"2393","Africa",2007,"coal",NA
"2394","Africa",2008,"coal",NA
"2395","Africa",2009,"coal",NA
"2396","Africa",2010,"coal",NA
"2397","Africa",2011,"coal",NA
"2398","Africa",2012,"coal",NA
"2399","Africa",2013,"coal",NA
"2400","Africa",2014,"coal",NA
"2401","Africa",2015,"coal",NA
"2402","Africa",2016,"coal",NA
"2403","Europe",1985,"coal",67.52
"2404","Europe",1986,"coal",68.342
"2405","Europe",1987,"coal",68.931
"2406","Europe",1988,"coal",65.754
"2407","Europe",1989,"coal",68.071
"2408","Europe",1990,"coal",64.798
"2409","Europe",1991,"coal",57.969
"2410","Europe",1992,"coal",50.656
"2411","Europe",1993,"coal",37.217
"2412","Europe",1994,"coal",37.603
"2413","Europe",1995,"coal",36.644
"2414","Europe",1996,"coal",38.096
"2415","Europe",1997,"coal",37.735
"2416","Europe",1998,"coal",34.212
"2417","Europe",1999,"coal",31.141
"2418","Europe",2000,"coal",32.898
"2419","Europe",2001,"coal",32.445
"2420","Europe",2002,"coal",31.638
"2421","Europe",2003,"coal",36.583
"2422","Europe",2004,"coal",37.516
"2423","Europe",2005,"coal",35.965
"2424","Europe",2006,"coal",34.082
"2425","Europe",2007,"coal",41.082
"2426","Europe",2008,"coal",39.109
"2427","Europe",2009,"coal",35.502
"2428","Europe",2010,"coal",45.459
"2429","Europe",2011,"coal",48.49
"2430","Europe",2012,"coal",45.369
"2431","Europe",2013,"coal",48.719
"2432","Europe",2014,"coal",49.149
"2433","Europe",2015,"coal",44.453
"2434","Europe",2016,"coal",44.911
"2435","Europe",2017,"coal",49.52
"2436","Europe",2018,"coal",55.388
"2437","Europe",2019,"coal",39.152
"2438","Africa",1980,"coal",NA
"2439","Africa",1981,"coal",NA
"2440","Africa",1982,"coal",NA
"2441","Africa",1983,"coal",NA
"2442","Africa",1984,"coal",NA
"2443","Africa",1985,"coal",NA
"2444","Africa",1986,"coal",NA
"2445","Africa",1987,"coal",NA
"2446","Africa",1988,"coal",NA
"2447","Africa",1989,"coal",NA
"2448","Africa",1990,"coal",NA
"2449","Africa",1991,"coal",NA
"2450","Africa",1992,"coal",NA
"2451","Africa",1993,"coal",NA
"2452","Africa",1994,"coal",NA
"2453","Africa",1995,"coal",NA
"2454","Africa",1996,"coal",NA
"2455","Africa",1997,"coal",NA
"2456","Africa",1998,"coal",NA
"2457","Africa",1999,"coal",NA
"2458","Africa",2000,"coal",NA
"2459","Africa",2001,"coal",NA
"2460","Africa",2002,"coal",NA
"2461","Africa",2003,"coal",NA
"2462","Africa",2004,"coal",NA
"2463","Africa",2005,"coal",NA
"2464","Africa",2006,"coal",NA
"2465","Africa",2007,"coal",NA
"2466","Africa",2008,"coal",NA
"2467","Africa",2009,"coal",NA
"2468","Africa",2010,"coal",NA
"2469","Africa",2011,"coal",NA
"2470","Africa",2012,"coal",NA
"2471","Africa",2013,"coal",NA
"2472","Africa",2014,"coal",NA
"2473","Africa",2015,"coal",NA
"2474","Africa",2016,"coal",NA
"2475","Americas",NA,"coal",NA
"2476","Europe",1980,"coal",NA
"2477","Europe",1981,"coal",NA
"2478","Europe",1982,"coal",NA
"2479","Europe",1983,"coal",NA
"2480","Europe",1984,"coal",NA
"2481","Europe",1985,"coal",NA
"2482","Europe",1986,"coal",NA
"2483","Europe",1987,"coal",NA
"2484","Europe",1988,"coal",NA
"2485","Europe",1989,"coal",NA
"2486","Europe",1990,"coal",NA
"2487","Europe",1991,"coal",NA
"2488","Europe",1992,"coal",NA
"2489","Europe",1993,"coal",NA
"2490","Europe",1994,"coal",NA
"2491","Europe",1995,"coal",NA
"2492","Europe",1996,"coal",NA
"2493","Europe",1997,"coal",NA
"2494","Europe",1998,"coal",NA
"2495","Europe",1999,"coal",NA
"2496","Europe",2000,"coal",NA
"2497","Europe",2001,"coal",NA
"2498","Europe",2002,"coal",NA
"2499","Europe",2003,"coal",NA
"2500","Europe",2004,"coal",NA
"2501","Europe",2005,"coal",NA
"2502","Europe",2006,"coal",NA
"2503","Europe",2007,"coal",NA
"2504","Europe",2008,"coal",NA
"2505","Europe",2009,"coal",NA
"2506","Europe",2010,"coal",NA
"2507","Europe",2011,"coal",NA
"2508","Europe",2012,"coal",NA
"2509","Europe",2013,"coal",NA
"2510","Europe",2014,"coal",NA
"2511","Europe",2015,"coal",NA
"2512","Europe",2016,"coal",NA
"2513","Oceania",1980,"coal",NA
"2514","Oceania",1981,"coal",NA
"2515","Oceania",1982,"coal",NA
"2516","Oceania",1983,"coal",NA
"2517","Oceania",1984,"coal",NA
"2518","Oceania",1985,"coal",NA
"2519","Oceania",1986,"coal",NA
"2520","Oceania",1987,"coal",NA
"2521","Oceania",1988,"coal",NA
"2522","Oceania",1989,"coal",NA
"2523","Oceania",1990,"coal",NA
"2524","Oceania",1991,"coal",NA
"2525","Oceania",1992,"coal",NA
"2526","Oceania",1993,"coal",NA
"2527","Oceania",1994,"coal",NA
"2528","Oceania",1995,"coal",NA
"2529","Oceania",1996,"coal",NA
"2530","Oceania",1997,"coal",NA
"2531","Oceania",1998,"coal",NA
"2532","Oceania",1999,"coal",NA
"2533","Oceania",2000,"coal",NA
"2534","Oceania",2001,"coal",NA
"2535","Oceania",2002,"coal",NA
"2536","Oceania",2003,"coal",NA
"2537","Oceania",2004,"coal",NA
"2538","Oceania",2005,"coal",NA
"2539","Oceania",2006,"coal",NA
"2540","Oceania",2007,"coal",NA
"2541","Oceania",2008,"coal",NA
"2542","Oceania",2009,"coal",NA
"2543","Oceania",2010,"coal",NA
"2544","Oceania",2011,"coal",NA
"2545","Oceania",2012,"coal",NA
"2546","Oceania",2013,"coal",NA
"2547","Oceania",2014,"coal",NA
"2548","Oceania",2015,"coal",NA
"2549","Oceania",2016,"coal",NA
"2550","Europe",1965,"coal",20.26
"2551","Europe",1966,"coal",18.805
"2552","Europe",1967,"coal",18.092
"2553","Europe",1968,"coal",21.789
"2554","Europe",1969,"coal",26.138
"2555","Europe",1970,"coal",26.568
"2556","Europe",1971,"coal",23.579
"2557","Europe",1972,"coal",26.158
"2558","Europe",1973,"coal",29.032
"2559","Europe",1974,"coal",29.585
"2560","Europe",1975,"coal",26.805
"2561","Europe",1976,"coal",36.12
"2562","Europe",1977,"coal",36.421
"2563","Europe",1978,"coal",49.094
"2564","Europe",1979,"coal",47.313
"2565","Europe",1980,"coal",53.688
"2566","Europe",1981,"coal",32.994
"2567","Europe",1982,"coal",36.596
"2568","Europe",1983,"coal",39.751
"2569","Europe",1984,"coal",45.783
"2570","Europe",1985,"coal",58.026
"2571","Europe",1986,"coal",53.055
"2572","Europe",1987,"coal",59.427
"2573","Europe",1988,"coal",59.5
"2574","Europe",1989,"coal",58.206
"2575","Europe",1990,"coal",61.288
"2576","Europe",1991,"coal",61.212
"2577","Europe",1992,"coal",55.714
"2578","Europe",1993,"coal",63.689
"2579","Europe",1994,"coal",77.556
"2580","Europe",1995,"coal",68.605
"2581","Europe",1996,"coal",81.747
"2582","Europe",1997,"coal",77.428
"2583","Europe",1998,"coal",63.539
"2584","Europe",1999,"coal",61.566
"2585","Europe",2000,"coal",58.327
"2586","Europe",2001,"coal",70.489
"2587","Europe",2002,"coal",76.591
"2588","Europe",2003,"coal",95.593
"2589","Europe",2004,"coal",85.88
"2590","Europe",2005,"coal",55.169
"2591","Europe",2006,"coal",86.154
"2592","Europe",2007,"coal",81.353
"2593","Europe",2008,"coal",62.044
"2594","Europe",2009,"coal",62.49
"2595","Europe",2010,"coal",78.925
"2596","Europe",2011,"coal",64.118
"2597","Europe",2012,"coal",52.502
"2598","Europe",2013,"coal",58.041
"2599","Europe",2014,"coal",52.025
"2600","Europe",2015,"coal",44.405
"2601","Europe",2016,"coal",50.786
"2602","Europe",2017,"coal",46.528
"2603","Europe",2018,"coal",48.743
"2604","Europe",2019,"coal",40.648
"2605","Europe",1965,"coal",481.136
"2606","Europe",1966,"coal",445.814
"2607","Europe",1967,"coal",440.043
"2608","Europe",1968,"coal",423.161
"2609","Europe",1969,"coal",423.603
"2610","Europe",1970,"coal",403.171
"2611","Europe",1971,"coal",369.435
"2612","Europe",1972,"coal",328.613
"2613","Europe",1973,"coal",325.042
"2614","Europe",1974,"coal",329.007
"2615","Europe",1975,"coal",288.442
"2616","Europe",1976,"coal",339.131
"2617","Europe",1977,"coal",326.626
"2618","Europe",1978,"coal",340.785
"2619","Europe",1979,"coal",370.099
"2620","Europe",1980,"coal",362.361
"2621","Europe",1981,"coal",330.292
"2622","Europe",1982,"coal",337.735
"2623","Europe",1983,"coal",305.637
"2624","Europe",1984,"coal",292.262
"2625","Europe",1985,"coal",283.656
"2626","Europe",1986,"coal",234.461
"2627","Europe",1987,"coal",213.411
"2628","Europe",1988,"coal",208.41
"2629","Europe",1989,"coal",226.901
"2630","Europe",1990,"coal",220.854
"2631","Europe",1991,"coal",235.042
"2632","Europe",1992,"coal",207.247
"2633","Europe",1993,"coal",169.333
"2634","Europe",1994,"coal",166.542
"2635","Europe",1995,"coal",170.496
"2636","Europe",1996,"coal",181.661
"2637","Europe",1997,"coal",159.099
"2638","Europe",1998,"coal",189.22
"2639","Europe",1999,"coal",169.449
"2640","Europe",2000,"coal",164.761
"2641","Europe",2001,"coal",144.188
"2642","Europe",2002,"coal",148.61
"2643","Europe",2003,"coal",157.979
"2644","Europe",2004,"coal",150.389
"2645","Europe",2005,"coal",156.185
"2646","Europe",2006,"coal",144.318
"2647","Europe",2007,"coal",149.409
"2648","Europe",2008,"coal",140.409
"2649","Europe",2009,"coal",125.028
"2650","Europe",2010,"coal",133.871
"2651","Europe",2011,"coal",113.607
"2652","Europe",2012,"coal",128.7
"2653","Europe",2013,"coal",134.494
"2654","Europe",2014,"coal",100.448
"2655","Europe",2015,"coal",97.503
"2656","Europe",2016,"coal",94.878
"2657","Europe",2017,"coal",107.81
"2658","Europe",2018,"coal",97.483
"2659","Europe",2019,"coal",74.915
"2660","Americas",1980,"coal",NA
"2661","Americas",1981,"coal",NA
"2662","Americas",1982,"coal",NA
"2663","Americas",1983,"coal",NA
"2664","Americas",1984,"coal",NA
"2665","Americas",1985,"coal",NA
"2666","Americas",1986,"coal",NA
"2667","Americas",1987,"coal",NA
"2668","Americas",1988,"coal",NA
"2669","Americas",1989,"coal",NA
"2670","Americas",1990,"coal",NA
"2671","Americas",1991,"coal",NA
"2672","Americas",1992,"coal",NA
"2673","Americas",1993,"coal",NA
"2674","Americas",1994,"coal",NA
"2675","Americas",1995,"coal",NA
"2676","Americas",1996,"coal",NA
"2677","Americas",1997,"coal",NA
"2678","Americas",1998,"coal",NA
"2679","Americas",1999,"coal",NA
"2680","Americas",2000,"coal",NA
"2681","Americas",2001,"coal",NA
"2682","Americas",2002,"coal",NA
"2683","Americas",2003,"coal",NA
"2684","Americas",2004,"coal",NA
"2685","Americas",2005,"coal",NA
"2686","Americas",2006,"coal",NA
"2687","Americas",2007,"coal",NA
"2688","Americas",2008,"coal",NA
"2689","Americas",2009,"coal",NA
"2690","Americas",2010,"coal",NA
"2691","Americas",2011,"coal",NA
"2692","Americas",2012,"coal",NA
"2693","Americas",2013,"coal",NA
"2694","Americas",2014,"coal",NA
"2695","Americas",2015,"coal",NA
"2696","Americas",2016,"coal",NA
"2697","Oceania",1980,"coal",NA
"2698","Oceania",1981,"coal",NA
"2699","Oceania",1982,"coal",NA
"2700","Oceania",1983,"coal",NA
"2701","Oceania",1984,"coal",NA
"2702","Oceania",1985,"coal",NA
"2703","Oceania",1986,"coal",NA
"2704","Oceania",1987,"coal",NA
"2705","Oceania",1988,"coal",NA
"2706","Oceania",1989,"coal",NA
"2707","Oceania",1990,"coal",NA
"2708","Oceania",1991,"coal",NA
"2709","Oceania",1992,"coal",NA
"2710","Oceania",1993,"coal",NA
"2711","Oceania",1994,"coal",NA
"2712","Oceania",1995,"coal",NA
"2713","Oceania",1996,"coal",NA
"2714","Oceania",1997,"coal",NA
"2715","Oceania",1998,"coal",NA
"2716","Oceania",1999,"coal",NA
"2717","Oceania",2000,"coal",NA
"2718","Oceania",2001,"coal",NA
"2719","Oceania",2002,"coal",NA
"2720","Oceania",2003,"coal",NA
"2721","Oceania",2004,"coal",NA
"2722","Oceania",2005,"coal",NA
"2723","Oceania",2006,"coal",NA
"2724","Oceania",2007,"coal",NA
"2725","Oceania",2008,"coal",NA
"2726","Oceania",2009,"coal",NA
"2727","Oceania",2010,"coal",NA
"2728","Oceania",2011,"coal",NA
"2729","Oceania",2012,"coal",NA
"2730","Oceania",2013,"coal",NA
"2731","Oceania",2014,"coal",NA
"2732","Oceania",2015,"coal",NA
"2733","Oceania",2016,"coal",NA
"2734","",NA,"coal",NA
"2735","Africa",1980,"coal",NA
"2736","Africa",1981,"coal",NA
"2737","Africa",1982,"coal",NA
"2738","Africa",1983,"coal",NA
"2739","Africa",1984,"coal",NA
"2740","Africa",1985,"coal",NA
"2741","Africa",1986,"coal",NA
"2742","Africa",1987,"coal",NA
"2743","Africa",1988,"coal",NA
"2744","Africa",1989,"coal",NA
"2745","Africa",1990,"coal",NA
"2746","Africa",1991,"coal",NA
"2747","Africa",1992,"coal",NA
"2748","Africa",1993,"coal",NA
"2749","Africa",1994,"coal",NA
"2750","Africa",1995,"coal",NA
"2751","Africa",1996,"coal",NA
"2752","Africa",1997,"coal",NA
"2753","Africa",1998,"coal",NA
"2754","Africa",1999,"coal",NA
"2755","Africa",2000,"coal",NA
"2756","Africa",2001,"coal",NA
"2757","Africa",2002,"coal",NA
"2758","Africa",2003,"coal",NA
"2759","Africa",2004,"coal",NA
"2760","Africa",2005,"coal",NA
"2761","Africa",2006,"coal",NA
"2762","Africa",2007,"coal",NA
"2763","Africa",2008,"coal",NA
"2764","Africa",2009,"coal",NA
"2765","Africa",2010,"coal",NA
"2766","Africa",2011,"coal",NA
"2767","Africa",2012,"coal",NA
"2768","Africa",2013,"coal",NA
"2769","Africa",2014,"coal",NA
"2770","Africa",2015,"coal",NA
"2771","Africa",2016,"coal",NA
"2772","Africa",1980,"coal",NA
"2773","Africa",1981,"coal",NA
"2774","Africa",1982,"coal",NA
"2775","Africa",1983,"coal",NA
"2776","Africa",1984,"coal",NA
"2777","Africa",1985,"coal",NA
"2778","Africa",1986,"coal",NA
"2779","Africa",1987,"coal",NA
"2780","Africa",1988,"coal",NA
"2781","Africa",1989,"coal",NA
"2782","Africa",1990,"coal",NA
"2783","Africa",1991,"coal",NA
"2784","Africa",1992,"coal",NA
"2785","Africa",1993,"coal",NA
