"","continent","year","energy_type","consumption"
"1","Asia",1980,"coal",NA
"2","Asia",1981,"coal",NA
"3","Asia",1982,"coal",NA
"4","Asia",1983,"coal",NA
"5","Asia",1984,"coal",NA
"6","Asia",1985,"coal",NA
"7","Asia",1986,"coal",NA
"8","Asia",1987,"coal",NA
"9","Asia",1988,"coal",NA
"10","Asia",1989,"coal",NA
"11","Asia",1990,"coal",NA
"12","Asia",1991,"coal",NA
"13","Asia",1992,"coal",NA
"14","Asia",1993,"coal",NA
"15","Asia",1994,"coal",NA
"16","Asia",1995,"coal",NA
"17","Asia",1996,"coal",NA
"18","Asia",1997,"coal",NA
"19","Asia",1998,"coal",NA
"20","Asia",1999,"coal",NA
"21","Asia",2000,"coal",NA
"22","Asia",2001,"coal",NA
"23","Asia",2002,"coal",NA
"24","Asia",2003,"coal",NA
"25","Asia",2004,"coal",NA
"26","Asia",2005,"coal",NA
"27","Asia",2006,"coal",NA
"28","Asia",2007,"coal",NA
"29","Asia",2008,"coal",NA
"30","Asia",2009,"coal",NA
"31","Asia",2010,"coal",NA
"32","Asia",2011,"coal",NA
"33","Asia",2012,"coal",NA
"34","Asia",2013,"coal",NA
"35","Asia",2014,"coal",NA
"36","Asia",2015,"coal",NA
"37","Asia",2016,"coal",NA
"38","Europe",NA,"coal",NA
"39","Europe",1980,"coal",NA
"40","Europe",1981,"coal",NA
"41","Europe",1982,"coal",NA
"42","Europe",1983,"coal",NA
"43","Europe",1984,"coal",NA
"44","Europe",1985,"coal",NA
"45","Europe",1986,"coal",NA
"46","Europe",1987,"coal",NA
"47","Europe",1988,"coal",NA
"48","Europe",1989,"coal",NA
"49","Europe",1990,"coal",NA
"50","Europe",1991,"coal",NA
"51","Europe",1992,"coal",NA
"52","Europe",1993,"coal",NA
"53","Europe",1994,"coal",NA
"54","Europe",1995,"coal",NA
"55","Europe",1996,"coal",NA
"56","Europe",1997,"coal",NA
"57","Europe",1998,"coal",NA
"58","Europe",1999,"coal",NA
"59","Europe",2000,"coal",NA
"60","Europe",2001,"coal",NA
"61","Europe",2002,"coal",NA
"62","Europe",2003,"coal",NA
"63","Europe",2004,"coal",NA
"64","Europe",2005,"coal",NA
"65","Europe",2006,"coal",NA
"66","Europe",2007,"coal",NA
"67","Europe",2008,"coal",NA
"68","Europe",2009,"coal",NA
"69","Europe",2010,"coal",NA
"70","Europe",2011,"coal",NA
"71","Europe",2012,"coal",NA
"72","Europe",2013,"coal",NA
"73","Europe",2014,"coal",NA
"74","Europe",2015,"coal",NA
"75","Europe",2016,"coal",NA
"76","Africa",1965,"coal",0.814
"77","Africa",1966,"coal",0.791
"78","Africa",1967,"coal",0.605
"79","Africa",1968,"coal",0.64
"80","Africa",1969,"coal",0.814
"81","Africa",1970,"coal",0.965
"82","Africa",1971,"coal",0.267
"83","Africa",1972,"coal",0.233
"84","Africa",1973,"coal",0.267
"85","Africa",1974,"coal",0.221
"86","Africa",1975,"coal",0.279
"87","Africa",1976,"coal",0.547
"88","Africa",1977,"coal",0.709
"89","Africa",1978,"coal",0.361
"90","Africa",1979,"coal",0.837
"91","Africa",1980,"coal",0.744
"92","Africa",1981,"coal",0.523
"93","Africa",1982,"coal",9.711
"94","Africa",1983,"coal",8.664
"95","Africa",1984,"coal",9.606
"96","Africa",1985,"coal",10.025
"97","Africa",1986,"coal",10.293
"98","Africa",1987,"coal",12.305
"99","Africa",1988,"coal",11.572
"100","Africa",1989,"coal",9.781
"101","Africa",1990,"coal",7.664
"102","Africa",1991,"coal",7.908
"103","Africa",1992,"coal",9.397
"104","Africa",1993,"coal",7.653
"105","Africa",1994,"coal",7.211
"106","Africa",1995,"coal",7.211
"107","Africa",1996,"coal",3.396
"108","Africa",1997,"coal",5.955
"109","Africa",1998,"coal",6.373
"110","Africa",1999,"coal",6.827
"111","Africa",2000,"coal",5.641
"112","Africa",2001,"coal",6.513
"113","Africa",2002,"coal",8.548
"114","Africa",2003,"coal",7.048
"115","Africa",2004,"coal",8.408
"116","Africa",2005,"coal",6.908
"117","Africa",2006,"coal",10.258
"118","Africa",2007,"coal",8.804
"119","Africa",2008,"coal",8.804
"120","Africa",2009,"coal",5.652
"121","Africa",2010,"coal",3.605
"122","Africa",2011,"coal",3.198
"123","Africa",2012,"coal",3.396
"124","Africa",2013,"coal",1.838
"125","Africa",2014,"coal",2.082
"126","Africa",2015,"coal",1.547
"127","Africa",2016,"coal",0.57
"128","Africa",2017,"coal",2.117
"129","Africa",2018,"coal",5.815
"130","Africa",2019,"coal",5.815
"131","Oceania",1980,"coal",NA
"132","Oceania",1981,"coal",NA
"133","Oceania",1982,"coal",NA
"134","Oceania",1983,"coal",NA
"135","Oceania",1984,"coal",NA
"136","Oceania",1985,"coal",NA
"137","Oceania",1986,"coal",NA
"138","Oceania",1987,"coal",NA
"139","Oceania",1988,"coal",NA
"140","Oceania",1989,"coal",NA
"141","Oceania",1990,"coal",NA
"142","Oceania",1991,"coal",NA
"143","Oceania",1992,"coal",NA
"144","Oceania",1993,"coal",NA
"145","Oceania",1994,"coal",NA
"146","Oceania",1995,"coal",NA
"147","Oceania",1996,"coal",NA
"148","Oceania",1997,"coal",NA
"149","Oceania",1998,"coal",NA
"150","Oceania",1999,"coal",NA
"151","Oceania",2000,"coal",NA
"152","Oceania",2001,"coal",NA
"153","Oceania",2002,"coal",NA
"154","Oceania",2003,"coal",NA
"155","Oceania",2004,"coal",NA
"156","Oceania",2005,"coal",NA
"157","Oceania",2006,"coal",NA
"158","Oceania",2007,"coal",NA
"159","Oceania",2008,"coal",NA
"160","Oceania",2009,"coal",NA
"161","Oceania",2010,"coal",NA
"162","Oceania",2011,"coal",NA
"163","Oceania",2012,"coal",NA
"164","Oceania",2013,"coal",NA
"165","Oceania",2014,"coal",NA
"166","Oceania",2015,"coal",NA
"167","Oceania",2016,"coal",NA
"168","Europe",NA,"coal",NA
"169","Africa",1980,"coal",NA
"170","Africa",1981,"coal",NA
"171","Africa",1982,"coal",NA
"172","Africa",1983,"coal",NA
"173","Africa",1984,"coal",NA
"174","Africa",1985,"coal",NA
"175","Africa",1986,"coal",NA
"176","Africa",1987,"coal",NA
"177","Africa",1988,"coal",NA
"178","Africa",1989,"coal",NA
"179","Africa",1990,"coal",NA
"180","Africa",1991,"coal",NA
"181","Africa",1992,"coal",NA
"182","Africa",1993,"coal",NA
"183","Africa",1994,"coal",NA
"184","Africa",1995,"coal",NA
"185","Africa",1996,"coal",NA
"186","Africa",1997,"coal",NA
"187","Africa",1998,"coal",NA
"188","Africa",1999,"coal",NA
"189","Africa",2000,"coal",NA
"190","Africa",2001,"coal",NA
"191","Africa",2002,"coal",NA
"192","Africa",2003,"coal",NA
"193","Africa",2004,"coal",NA
"194","Africa",2005,"coal",NA
"195","Africa",2006,"coal",NA
"196","Africa",2007,"coal",NA
"197","Africa",2008,"coal",NA
"198","Africa",2009,"coal",NA
"199","Africa",2010,"coal",NA
"200","Africa",2011,"coal",NA
"201","Africa",2012,"coal",NA
"202","Africa",2013,"coal",NA
"203","Africa",2014,"coal",NA
"204","Africa",2015,"coal",NA
"205","Africa",2016,"coal",NA
"206","Americas",NA,"coal",NA
"207","",NA,"coal",NA
"208","Americas",1980,"coal",NA
"209","Americas",1981,"coal",NA
"210","Americas",1982,"coal",NA
"211","Americas",1983,"coal",NA
"212","Americas",1984,"coal",NA
"213","Americas",1985,"coal",NA
"214","Americas",1986,"coal",NA
"215","Americas",1987,"coal",NA
"216","Americas",1988,"coal",NA
"217","Americas",1989,"coal",NA
"218","Americas",1990,"coal",NA
"219","Americas",1991,"coal",NA
"220","Americas",1992,"coal",NA
"221","Americas",1993,"coal",NA
"222","Americas",1994,"coal",NA
"223","Americas",1995,"coal",NA
"224","Americas",1996,"coal",NA
"225","Americas",1997,"coal",NA
"226","Americas",1998,"coal",NA
"227","Americas",1999,"coal",NA
"228","Americas",2000,"coal",NA
"229","Americas",2001,"coal",NA
"230","Americas",2002,"coal",NA
"231","Americas",2003,"coal",NA
"232","Americas",2004,"coal",NA
"233","Americas",2005,"coal",NA
"234","Americas",2006,"coal",NA
"235","Americas",2007,"coal",NA
"236","Americas",2008,"coal",NA
"237","Americas",2009,"coal",NA
"238","Americas",2010,"coal",NA
"239","Americas",2011,"coal",NA
"240","Americas",2012,"coal",NA
"241","Americas",2013,"coal",NA
"242","Americas",2014,"coal",NA
"243","Americas",2015,"coal",NA
"244","Americas",2016,"coal",NA
"245","Americas",1965,"coal",8.455
"246","Americas",1966,"coal",6.972
"247","Americas",1967,"coal",7.84
"248","Americas",1968,"coal",7.619
"249","Americas",1969,"coal",9.122
"250","Americas",1970,"coal",11.723
"251","Americas",1971,"coal",10.278
"252","Americas",1972,"coal",8.651
"253","Americas",1973,"coal",9.497
"254","Americas",1974,"coal",11.826
"255","Americas",1975,"coal",11.511
"256","Americas",1976,"coal",11.643
"257","Americas",1977,"coal",11.009
"258","Americas",1978,"coal",13.419
"259","Americas",1979,"coal",12.502
"260","Americas",1980,"coal",11.145
"261","Americas",1981,"coal",10.56
"262","Americas",1982,"coal",10.666
"263","Americas",1983,"coal",9.68
"264","Americas",1984,"coal",7.185
"265","Americas",1985,"coal",10.6
"266","Americas",1986,"coal",12.109
"267","Americas",1987,"coal",13.44
"268","Americas",1988,"coal",13.772
"269","Americas",1989,"coal",14.903
"270","Americas",1990,"coal",12.266
"271","Americas",1991,"coal",10.794
"272","Americas",1992,"coal",12.168
"273","Americas",1993,"coal",8.07
"274","Americas",1994,"coal",7.065
"275","Americas",1995,"coal",7.414
"276","Americas",1996,"coal",7.767
"277","Americas",1997,"coal",6.128
"278","Americas",1998,"coal",8.237
"279","Americas",1999,"coal",9.885
"280","Americas",2000,"coal",7.513
"281","Americas",2001,"coal",6.157
"282","Americas",2002,"coal",4.586
"283","Americas",2003,"coal",5.594
"284","Americas",2004,"coal",9.52
"285","Americas",2005,"coal",10.962
"286","Americas",2006,"coal",9.924
"287","Americas",2007,"coal",14.36
"288","Americas",2008,"coal",17.516
"289","Americas",2009,"coal",9.621
"290","Americas",2010,"coal",13.472
"291","Americas",2011,"coal",14.619
"292","Americas",2012,"coal",13.669
"293","Americas",2013,"coal",14.939
"294","Americas",2014,"coal",15.892
"295","Americas",2015,"coal",15.814
"296","Americas",2016,"coal",12.189
"297","Americas",2017,"coal",12.525
"298","Americas",2018,"coal",13.709
"299","Americas",2019,"coal",6.348
"300","Asia",1992,"coal",NA
"301","Asia",1993,"coal",NA
"302","Asia",1994,"coal",NA
"303","Asia",1995,"coal",NA
"304","Asia",1996,"coal",NA
"305","Asia",1997,"coal",NA
"306","Asia",1998,"coal",NA
"307","Asia",1999,"coal",NA
"308","Asia",2000,"coal",NA
"309","Asia",2001,"coal",NA
"310","Asia",2002,"coal",NA
"311","Asia",2003,"coal",NA
"312","Asia",2004,"coal",NA
"313","Asia",2005,"coal",NA
"314","Asia",2006,"coal",NA
"315","Asia",2007,"coal",NA
"316","Asia",2008,"coal",NA
"317","Asia",2009,"coal",NA
"318","Asia",2010,"coal",NA
"319","Asia",2011,"coal",NA
"320","Asia",2012,"coal",NA
"321","Asia",2013,"coal",NA
"322","Asia",2014,"coal",NA
"323","Asia",2015,"coal",NA
"324","Asia",2016,"coal",NA
"325","Americas",1986,"coal",NA
"326","Americas",1987,"coal",NA
"327","Americas",1988,"coal",NA
"328","Americas",1989,"coal",NA
"329","Americas",1990,"coal",NA
"330","Americas",1991,"coal",NA
"331","Americas",1992,"coal",NA
"332","Americas",1993,"coal",NA
"333","Americas",1994,"coal",NA
"334","Americas",1995,"coal",NA
"335","Americas",1996,"coal",NA
"336","Americas",1997,"coal",NA
"337","Americas",1998,"coal",NA
"338","Americas",1999,"coal",NA
"339","Americas",2000,"coal",NA
"340","Americas",2001,"coal",NA
"341","Americas",2002,"coal",NA
"342","Americas",2003,"coal",NA
"343","Americas",2004,"coal",NA
"344","Americas",2005,"coal",NA
"345","Americas",2006,"coal",NA
"346","Americas",2007,"coal",NA
"347","Americas",2008,"coal",NA
"348","Americas",2009,"coal",NA
"349","Americas",2010,"coal",NA
"350","Americas",2011,"coal",NA
"351","Americas",2012,"coal",NA
"352","Americas",2013,"coal",NA
"353","Americas",2014,"coal",NA
"354","Americas",2015,"coal",NA
"355","Americas",2016,"coal",NA
"356","Oceania",1965,"coal",202.028
"357","Oceania",1966,"coal",209.389
"358","Oceania",1967,"coal",215.25
"359","Oceania",1968,"coal",221.695
"360","Oceania",1969,"coal",229.278
"361","Oceania",1970,"coal",231.695
"362","Oceania",1971,"coal",232.57
"363","Oceania",1972,"coal",242.931
"364","Oceania",1973,"coal",252.986
"365","Oceania",1974,"coal",264.07
"366","Oceania",1975,"coal",272.542
"367","Oceania",1976,"coal",281.792
"368","Oceania",1977,"coal",294.181
"369","Oceania",1978,"coal",301.861
"370","Oceania",1979,"coal",315.542
"371","Oceania",1980,"coal",324.764
"372","Oceania",1981,"coal",333.139
"373","Oceania",1982,"coal",336.681
"374","Oceania",1983,"coal",336.556
"375","Oceania",1984,"coal",355.903
"376","Oceania",1985,"coal",368.139
"377","Oceania",1986,"coal",377.486
"378","Oceania",1987,"coal",393.361
"379","Oceania",1988,"coal",413.764
"380","Oceania",1989,"coal",433.959
"381","Oceania",1990,"coal",444.348
"382","Oceania",1991,"coal",453.264
"383","Oceania",1992,"coal",455.959
"384","Oceania",1993,"coal",458.889
"385","Oceania",1994,"coal",468.264
"386","Oceania",1995,"coal",484.167
"387","Oceania",1996,"coal",503.959
"388","Oceania",1997,"coal",529.459
"389","Oceania",1998,"coal",553.084
"390","Oceania",1999,"coal",587.37
"391","Oceania",2000,"coal",591.584
"392","Oceania",2001,"coal",585.612
"393","Oceania",2002,"coal",598.795
"394","Oceania",2003,"coal",615.945
"395","Oceania",2004,"coal",641.831
"396","Oceania",2005,"coal",638.129
"397","Oceania",2006,"coal",655.413
"398","Oceania",2007,"coal",649.729
"399","Oceania",2008,"coal",677.221
"400","Oceania",2009,"coal",654.79
"401","Oceania",2010,"coal",607.329
"402","Oceania",2011,"coal",591.993
"403","Oceania",2012,"coal",554.398
"404","Oceania",2013,"coal",526.176
"405","Oceania",2014,"coal",521.82
"406","Oceania",2015,"coal",540.351
"407","Oceania",2016,"coal",539.997
"408","Oceania",2017,"coal",521.485
"409","Oceania",2018,"coal",512.375
"410","Oceania",2019,"coal",495.309
"411","Europe",1965,"coal",59.115
"412","Europe",1966,"coal",56.468
"413","Europe",1967,"coal",53.451
"414","Europe",1968,"coal",52.774
"415","Europe",1969,"coal",51.936
"416","Europe",1970,"coal",55.854
"417","Europe",1971,"coal",51.234
"418","Europe",1972,"coal",46.454
"419","Europe",1973,"coal",46.17
"420","Europe",1974,"coal",48.723
"421","Europe",1975,"coal",42.341
"422","Europe",1976,"coal",45.06
"423","Europe",1977,"coal",37.8
"424","Europe",1978,"coal",38.402
"425","Europe",1979,"coal",41.686
"426","Europe",1980,"coal",42.835
"427","Europe",1981,"coal",43.85
"428","Europe",1982,"coal",41.706
"429","Europe",1983,"coal",44.656
"430","Europe",1984,"coal",50.886
"431","Europe",1985,"coal",50.815
"432","Europe",1986,"coal",45.303
"433","Europe",1987,"coal",44.939
"434","Europe",1988,"coal",43.034
"435","Europe",1989,"coal",43.228
"436","Europe",1990,"coal",47.641
"437","Europe",1991,"coal",49.972
"438","Europe",1992,"coal",38.882
"439","Europe",1993,"coal",34.959
"440","Europe",1994,"coal",35.454
"441","Europe",1995,"coal",40.339
"442","Europe",1996,"coal",40.51
"443","Europe",1997,"coal",42.969
"444","Europe",1998,"coal",37.83
"445","Europe",1999,"coal",37.57
"446","Europe",2000,"coal",42.479
"447","Europe",2001,"coal",43.881
"448","Europe",2002,"coal",44.58
"449","Europe",2003,"coal",47.548
"450","Europe",2004,"coal",46.576
"451","Europe",2005,"coal",46.438
"452","Europe",2006,"coal",46.398
"453","Europe",2007,"coal",44.86
"454","Europe",2008,"coal",44.316
"455","Europe",2009,"coal",33.391
"456","Europe",2010,"coal",39.261
"457","Europe",2011,"coal",40.32
"458","Europe",2012,"coal",37.455
"459","Europe",2013,"coal",38.096
"460","Europe",2014,"coal",34.896
"461","Europe",2015,"coal",37.714
"462","Europe",2016,"coal",34.98
"463","Europe",2017,"coal",36.252
"464","Europe",2018,"coal",33.218
"465","Europe",2019,"coal",34.956
"466","Asia",1985,"coal",1.07
"467","Asia",1986,"coal",1.07
"468","Asia",1987,"coal",1.07
"469","Asia",1988,"coal",1.07
"470","Asia",1989,"coal",1.07
"471","Asia",1990,"coal",1.035
"472","Asia",1991,"coal",0.779
"473","Asia",1992,"coal",0.14
"474","Asia",1993,"coal",0.035
"475","Asia",1994,"coal",0.047
"476","Asia",1995,"coal",0.035
"477","Asia",1996,"coal",0.035
"478","Asia",1997,"coal",0.035
"479","Asia",1998,"coal",0
"480","Asia",1999,"coal",0
"481","Asia",2000,"coal",0
"482","Asia",2001,"coal",0.035
"483","Asia",2002,"coal",0.023
"484","Asia",2003,"coal",0.035
"485","Asia",2004,"coal",0.011
"486","Asia",2005,"coal",0.037
"487","Asia",2006,"coal",0.037
"488","Asia",2007,"coal",0.057
"489","Asia",2008,"coal",0.043
"490","Asia",2009,"coal",0.043
"491","Asia",2010,"coal",0.065
"492","Asia",2011,"coal",0.057
"493","Asia",2012,"coal",0.043
"494","Asia",2013,"coal",0.036
"495","Asia",2014,"coal",0.022
"496","Asia",2015,"coal",0.036
"497","Asia",2016,"coal",0.014
"498","Asia",2017,"coal",0.014
"499","Asia",2018,"coal",0.014
"500","Asia",2019,"coal",0.014
"501","Americas",1980,"coal",NA
"502","Americas",1981,"coal",NA
"503","Americas",1982,"coal",NA
"504","Americas",1983,"coal",NA
"505","Americas",1984,"coal",NA
"506","Americas",1985,"coal",NA
"507","Americas",1986,"coal",NA
"508","Americas",1987,"coal",NA
"509","Americas",1988,"coal",NA
"510","Americas",1989,"coal",NA
"511","Americas",1990,"coal",NA
"512","Americas",1991,"coal",NA
"513","Americas",1992,"coal",NA
"514","Americas",1993,"coal",NA
"515","Americas",1994,"coal",NA
"516","Americas",1995,"coal",NA
"517","Americas",1996,"coal",NA
"518","Americas",1997,"coal",NA
"519","Americas",1998,"coal",NA
"520","Americas",1999,"coal",NA
"521","Americas",2000,"coal",NA
"522","Americas",2001,"coal",NA
"523","Americas",2002,"coal",NA
"524","Americas",2003,"coal",NA
"525","Americas",2004,"coal",NA
"526","Americas",2005,"coal",NA
"527","Americas",2006,"coal",NA
"528","Americas",2007,"coal",NA
"529","Americas",2008,"coal",NA
"530","Americas",2009,"coal",NA
"531","Americas",2010,"coal",NA
"532","Americas",2011,"coal",NA
"533","Americas",2012,"coal",NA
"534","Americas",2013,"coal",NA
"535","Americas",2014,"coal",NA
"536","Americas",2015,"coal",NA
"537","Americas",2016,"coal",NA
"538","Asia",1980,"coal",NA
"539","Asia",1981,"coal",NA
"540","Asia",1982,"coal",NA
"541","Asia",1983,"coal",NA
"542","Asia",1984,"coal",NA
"543","Asia",1985,"coal",NA
"544","Asia",1986,"coal",NA
"545","Asia",1987,"coal",NA
"546","Asia",1988,"coal",NA
"547","Asia",1989,"coal",NA
"548","Asia",1990,"coal",NA
"549","Asia",1991,"coal",NA
"550","Asia",1992,"coal",NA
"551","Asia",1993,"coal",NA
"552","Asia",1994,"coal",NA
"553","Asia",1995,"coal",NA
"554","Asia",1996,"coal",NA
"555","Asia",1997,"coal",NA
"556","Asia",1998,"coal",NA
"557","Asia",1999,"coal",NA
"558","Asia",2000,"coal",NA
"559","Asia",2001,"coal",NA
"560","Asia",2002,"coal",NA
"561","Asia",2003,"coal",NA
"562","Asia",2004,"coal",NA
"563","Asia",2005,"coal",NA
"564","Asia",2006,"coal",NA
"565","Asia",2007,"coal",NA
"566","Asia",2008,"coal",NA
"567","Asia",2009,"coal",NA
"568","Asia",2010,"coal",NA
"569","Asia",2011,"coal",NA
"570","Asia",2012,"coal",NA
"571","Asia",2013,"coal",NA
"572","Asia",2014,"coal",NA
"573","Asia",2015,"coal",NA
"574","Asia",2016,"coal",NA
"575","Asia",1971,"coal",0
"576","Asia",1972,"coal",1.087
"577","Asia",1973,"coal",1.413
"578","Asia",1974,"coal",1.256
"579","Asia",1975,"coal",1.453
"580","Asia",1976,"coal",1.436
"581","Asia",1977,"coal",1.5
"582","Asia",1978,"coal",1.453
"583","Asia",1979,"coal",1.081
"584","Asia",1980,"coal",1.444
"585","Asia",1981,"coal",1.485
"586","Asia",1982,"coal",1.799
"587","Asia",1983,"coal",1.018
"588","Asia",1984,"coal",0.407
"589","Asia",1985,"coal",0.57
"590","Asia",1986,"coal",0.86
"591","Asia",1987,"coal",1.354
"592","Asia",1988,"coal",1.395
"593","Asia",1989,"coal",1.453
"594","Asia",1990,"coal",3.273
"595","Asia",1991,"coal",1.046
"596","Asia",1992,"coal",0.982
"597","Asia",1993,"coal",0.366
"598","Asia",1994,"coal",0.343
"599","Asia",1995,"coal",3.732
"600","Asia",1996,"coal",2.046
"601","Asia",1997,"coal",3.755
"602","Asia",1998,"coal",1.081
"603","Asia",1999,"coal",0.535
"604","Asia",2000,"coal",3.836
"605","Asia",2001,"coal",4.069
"606","Asia",2002,"coal",4.249
"607","Asia",2003,"coal",4.063
"608","Asia",2004,"coal",4.069
"609","Asia",2005,"coal",8.348
"610","Asia",2006,"coal",12.684
"611","Asia",2007,"coal",10.351
"612","Asia",2008,"coal",10.896
"613","Asia",2009,"coal",13.615
"614","Asia",2010,"coal",8.676
"615","Asia",2011,"coal",12.916
"616","Asia",2012,"coal",10.657
"617","Asia",2013,"coal",14.754
"618","Asia",2014,"coal",9.313
"619","Asia",2015,"coal",31.023
"620","Asia",2016,"coal",22.95
"621","Asia",2017,"coal",24.873
"622","Asia",2018,"coal",28.427
"623","Asia",2019,"coal",40.092
"624","Americas",1980,"coal",NA
"625","Americas",1981,"coal",NA
"626","Americas",1982,"coal",NA
"627","Americas",1983,"coal",NA
"628","Americas",1984,"coal",NA
"629","Americas",1985,"coal",NA
"630","Americas",1986,"coal",NA
"631","Americas",1987,"coal",NA
"632","Americas",1988,"coal",NA
"633","Americas",1989,"coal",NA
"634","Americas",1990,"coal",NA
"635","Americas",1991,"coal",NA
"636","Americas",1992,"coal",NA
"637","Americas",1993,"coal",NA
"638","Americas",1994,"coal",NA
"639","Americas",1995,"coal",NA
"640","Americas",1996,"coal",NA
"641","Americas",1997,"coal",NA
"642","Americas",1998,"coal",NA
"643","Americas",1999,"coal",NA
"644","Americas",2000,"coal",NA
"645","Americas",2001,"coal",NA
"646","Americas",2002,"coal",NA
"647","Americas",2003,"coal",NA
"648","Americas",2004,"coal",NA
"649","Americas",2005,"coal",NA
"650","Americas",2006,"coal",NA
"651","Americas",2007,"coal",NA
"652","Americas",2008,"coal",NA
"653","Americas",2009,"coal",NA
"654","Americas",2010,"coal",NA
"655","Americas",2011,"coal",NA
"656","Americas",2012,"coal",NA
"657","Americas",2013,"coal",NA
"658","Americas",2014,"coal",NA
"659","Americas",2015,"coal",NA
"660","Americas",2016,"coal",NA
"661","Europe",1985,"coal",25.112
"662","Europe",1986,"coal",27.472
"663","Europe",1987,"coal",26.711
"664","Europe",1988,"coal",28.616
"665","Europe",1989,"coal",28.092
"666","Europe",1990,"coal",24.71
"667","Europe",1991,"coal",23.473
"668","Europe",1992,"coal",19.55
"669","Europe",1993,"coal",16.79
"670","Europe",1994,"coal",11.764
"671","Europe",1995,"coal",11.07
"672","Europe",1996,"coal",13.435
"673","Europe",1997,"coal",14.157
"674","Europe",1998,"coal",12.564
"675","Europe",1999,"coal",11.656
"676","Europe",2000,"coal",11.572
"677","Europe",2001,"coal",8.309
"678","Europe",2002,"coal",7.837
"679","Europe",2003,"coal",7.377
"680","Europe",2004,"coal",7.226
"681","Europe",2005,"coal",7.98
"682","Europe",2006,"coal",7.145
"683","Europe",2007,"coal",8.08
"684","Europe",2008,"coal",7.533
"685","Europe",2009,"coal",7.177
"686","Europe",2010,"coal",7.507
"687","Europe",2011,"coal",9.019
"688","Europe",2012,"coal",9.199
"689","Europe",2013,"coal",9.764
"690","Europe",2014,"coal",9.686
"691","Europe",2015,"coal",8.614
"692","Europe",2016,"coal",9.464
"693","Europe",2017,"coal",9.789
"694","Europe",2018,"coal",10.283
"695","Europe",2019,"coal",10.968
"696","Europe",1965,"coal",222.937
"697","Europe",1966,"coal",203.371
"698","Europe",1967,"coal",199.597
"699","Europe",1968,"coal",206.064
"700","Europe",1969,"coal",200.691
"701","Europe",1970,"coal",189.135
"702","Europe",1971,"coal",156.617
"703","Europe",1972,"coal",149.584
"704","Europe",1973,"coal",125.528
"705","Europe",1974,"coal",134.268
"706","Europe",1975,"coal",100.279
"707","Europe",1976,"coal",104.504
"708","Europe",1977,"coal",105.995
"709","Europe",1978,"coal",108.544
"710","Europe",1979,"coal",120.935
"711","Europe",1980,"coal",121.915
"712","Europe",1981,"coal",126.293
"713","Europe",1982,"coal",126.491
"714","Europe",1983,"coal",107.94
"715","Europe",1984,"coal",125.179
"716","Europe",1985,"coal",124.827
"717","Europe",1986,"coal",106.51
"718","Europe",1987,"coal",105.993
"719","Europe",1988,"coal",107.109
"720","Europe",1989,"coal",112.535
"721","Europe",1990,"coal",123.632
"722","Europe",1991,"coal",118.261
"723","Europe",1992,"coal",105.84
"724","Europe",1993,"coal",100.259
"725","Europe",1994,"coal",107.766
"726","Europe",1995,"coal",102.929
"727","Europe",1996,"coal",98.508
"728","Europe",1997,"coal",91.962
"729","Europe",1998,"coal",91.477
"730","Europe",1999,"coal",80.152
"731","Europe",2000,"coal",88.684
"732","Europe",2001,"coal",84.475
"733","Europe",2002,"coal",72.416
"734","Europe",2003,"coal",70.049
"735","Europe",2004,"coal",65.154
"736","Europe",2005,"coal",59.866
"737","Europe",2006,"coal",59.077
"738","Europe",2007,"coal",53.987
"739","Europe",2008,"coal",53.316
"740","Europe",2009,"coal",34.345
"741","Europe",2010,"coal",43.601
"742","Europe",2011,"coal",41.049
"743","Europe",2012,"coal",38.663
"744","Europe",2013,"coal",40.951
"745","Europe",2014,"coal",39.072
"746","Europe",2015,"coal",39.28
"747","Europe",2016,"coal",37.236
"748","Europe",2017,"coal",36.469
"749","Europe",2018,"coal",36.164
"750","Europe",2019,"coal",35.422
"751","Americas",1980,"coal",NA
"752","Americas",1981,"coal",NA
"753","Americas",1982,"coal",NA
"754","Americas",1983,"coal",NA
"755","Americas",1984,"coal",NA
"756","Americas",1985,"coal",NA
"757","Americas",1986,"coal",NA
"758","Americas",1987,"coal",NA
"759","Americas",1988,"coal",NA
"760","Americas",1989,"coal",NA
"761","Americas",1990,"coal",NA
"762","Americas",1991,"coal",NA
"763","Americas",1992,"coal",NA
"764","Americas",1993,"coal",NA
"765","Americas",1994,"coal",NA
"766","Americas",1995,"coal",NA
"767","Americas",1996,"coal",NA
"768","Americas",1997,"coal",NA
"769","Americas",1998,"coal",NA
"770","Americas",1999,"coal",NA
"771","Americas",2000,"coal",NA
"772","Americas",2001,"coal",NA
"773","Americas",2002,"coal",NA
"774","Americas",2003,"coal",NA
"775","Americas",2004,"coal",NA
"776","Americas",2005,"coal",NA
"777","Americas",2006,"coal",NA
"778","Americas",2007,"coal",NA
"779","Americas",2008,"coal",NA
"780","Americas",2009,"coal",NA
"781","Americas",2010,"coal",NA
"782","Americas",2011,"coal",NA
"783","Americas",2012,"coal",NA
"784","Americas",2013,"coal",NA
"785","Americas",2014,"coal",NA
"786","Americas",2015,"coal",NA
"787","Americas",2016,"coal",NA
"788","Africa",1980,"coal",NA
"789","Africa",1981,"coal",NA
"790","Africa",1982,"coal",NA
"791","Africa",1983,"coal",NA
"792","Africa",1984,"coal",NA
"793","Africa",1985,"coal",NA
"794","Africa",1986,"coal",NA
