"","continent","year","energy_type","meanconsmp","logmeanconsmp"
"460","Oceania",1974,"low_carbon",43.405,3.77057464184377
"461","Oceania",1975,"fossil",374.95,5.9267926837474
"462","Oceania",1975,"low_carbon",46.982,3.84976454963157
"463","Oceania",1976,"fossil",392.4025,5.97228809872086
"464","Oceania",1976,"low_carbon",44.2675,3.79025077349823
"465","Oceania",1977,"fossil",414.304,6.02660000387624
"466","Oceania",1977,"low_carbon",42.1555,3.7413651622935
"467","Oceania",1978,"fossil",420.323,6.04102346333087
"468","Oceania",1978,"low_carbon",45.0305,3.80734003796047
"469","Oceania",1979,"fossil",433.7455,6.07245795656748
"470","Oceania",1979,"low_carbon",48.147,3.87425883100713
"471","Oceania",1980,"fossil",436.4535,6.0786818403954
"472","Oceania",1980,"low_carbon",48.4285,3.8800884833978
"473","Oceania",1981,"fossil",439.0115,6.08452560863184
"474","Oceania",1981,"low_carbon",49.402,3.89999090920431
"475","Oceania",1982,"fossil",444.2495,6.09638634154172
"476","Oceania",1982,"low_carbon",46.166,3.83224359642181
"477","Oceania",1983,"fossil",446.7635,6.10202937182584
"478","Oceania",1983,"low_carbon",47.185,3.8540760454733
"479","Oceania",1984,"fossil",466.6345,6.14554629598813
"480","Oceania",1984,"low_carbon",49.6705,3.90541119550709
"481","Oceania",1985,"fossil",470.869,6.15457992369582
"482","Oceania",1985,"low_carbon",49.7155,3.90631675570822
"483","Oceania",1986,"fossil",488.6385,6.19162295228096
"484","Oceania",1986,"low_carbon",53.26,3.97518558038579
"485","Oceania",1987,"fossil",503.352,6.2212897265459
"486","Oceania",1987,"low_carbon",52.46,3.96005097443873
"487","Oceania",1988,"fossil",525.859,6.26503311596648
"488","Oceania",1988,"low_carbon",55.272,4.01226645118649
"489","Oceania",1989,"fossil",541.128,6.29365584975232
"490","Oceania",1989,"low_carbon",55.394,4.01447128463892
"491","Oceania",1990,"fossil",562.274,6.33198927556648
"492","Oceania",1990,"low_carbon",57.379,4.04967838272621
"493","Oceania",1991,"fossil",559.775,6.3275349172774
"494","Oceania",1991,"low_carbon",58.414,4.06755558713189
"495","Oceania",1992,"fossil",567.4595,6.34116938117014
"496","Oceania",1992,"low_carbon",56.2195,4.02926367180668
"497","Oceania",1993,"fossil",581.3125,6.36528847800269
"498","Oceania",1993,"low_carbon",60.3485,4.10013609222222
"499","Oceania",1994,"fossil",605.4215,6.40592490966697
"500","Oceania",1994,"low_carbon",63.1165,4.14498222506359
"501","Oceania",1995,"fossil",622.623,6.4339411991819
"502","Oceania",1995,"low_carbon",64.864,4.17229277026959
"503","Oceania",1996,"fossil",640.219,6.46181030532093
"504","Oceania",1996,"low_carbon",63.562,4.15201580750449
"505","Oceania",1997,"fossil",659.331,6.49122568458008
"506","Oceania",1997,"low_carbon",59.69,4.08916450218056
"507","Oceania",1998,"fossil",670.3745,6.50783651145161
"508","Oceania",1998,"low_carbon",62.9995,4.1431267898521
"509","Oceania",1999,"fossil",701.049,6.55257778473434
"510","Oceania",1999,"low_carbon",60.7865,4.10736772484402
"511","Oceania",2000,"fossil",706.024,6.55964923124973
"512","Oceania",2000,"low_carbon",63.2935,4.14778263825359
"513","Oceania",2001,"fossil",716.033,6.57372625528404
"514","Oceania",2001,"low_carbon",58.489,4.06883870236913
"515","Oceania",2002,"fossil",724.923,6.58606544231777
"516","Oceania",2002,"low_carbon",63.2815,4.14759302735039
"517","Oceania",2003,"fossil",732.9095,6.59702222905273
"518","Oceania",2003,"low_carbon",62.045,4.12785992822658
"519","Oceania",2004,"fossil",753.282,6.62443965968356
"520","Oceania",2004,"low_carbon",67.926,4.21841887732403
"521","Oceania",2005,"fossil",749.789,6.61979183361538
"522","Oceania",2005,"low_carbon",64.988,4.1742026374675
"523","Oceania",2006,"fossil",791.953,6.67450204661919
"524","Oceania",2006,"low_carbon",66.2565,4.19353357326109
"525","Oceania",2007,"fossil",800.6835,6.68546573789736
"526","Oceania",2007,"low_carbon",66.8105,4.20186025381898
"527","Oceania",2008,"fossil",813.546,6.70140247085024
"528","Oceania",2008,"low_carbon",66.6875,4.20001752906197
"529","Oceania",2009,"fossil",799.837,6.68440795690808
"530","Oceania",2009,"low_carbon",73.605,4.29871295820998
"531","Oceania",2010,"fossil",797.643,6.68166112892965
"532","Oceania",2010,"low_carbon",81.199,4.39690293182086
"533","Oceania",2011,"fossil",813.299,6.70109881561338
"534","Oceania",2011,"low_carbon",93.515,4.53812185123496
"535","Oceania",2012,"fossil",808.9845,6.69577975741883
"536","Oceania",2012,"low_carbon",88.859,4.487050843787
"537","Oceania",2013,"fossil",809.0625,6.69587616994586
"538","Oceania",2013,"low_carbon",95.0365,4.55426102833689
"539","Oceania",2014,"fossil",827.3715,6.71825380818388
"540","Oceania",2014,"low_carbon",93.636,4.53941492492262
"541","Oceania",2015,"fossil",836.7385,6.72951159634596
"542","Oceania",2015,"low_carbon",97.444,4.57927785402214
"543","Oceania",2016,"fossil",836.193,6.72885944768436
"544","Oceania",2016,"low_carbon",105.09,4.65481712587751
"545","Oceania",2017,"fossil",840.3775,6.73385119564719
"546","Oceania",2017,"low_carbon",100.8765,4.61389699636803
"547","Oceania",2018,"fossil",842.178,6.73599139332537
"548","Oceania",2018,"low_carbon",115.306,4.74758946408239
"549","Oceania",2019,"fossil",896.167,6.79812677953618
"550","Oceania",2019,"low_carbon",121.325,4.79847289529128
