"","Country","Year","HDI_indx","Gini_indx","code_3","continent","sub_region","coal_prod_change_pct","coal_prod_change_twh","gas_prod_change_pct","gas_prod_change_twh","oil_prod_change_pct","oil_prod_change_twh","energy_cons_change_pct","energy_cons_change_twh","biofuel_cons_change_pct","biofuel_share_energy","biofuel_cons_change_twh","biofuel_consumption","biofuel_cons_per_capita","coal_share_elec","coal_cons_change_pct","coal_share_energy","coal_cons_change_twh","coal_consumption","coal_elec_per_capita","coal_cons_per_capita","coal_production","coal_prod_per_capita","electricity_generation","coal_electricity","fossil_electricity","gas_electricity","hydro_electricity","nuclear_electricity","oil_electricity","other_renewable_electricity","renewables_electricity","solar_electricity","wind_electricity","energy_per_gdp","energy_per_capita","fossil_cons_change_pct","fossil_share_energy","fossil_cons_change_twh","fossil_fuel_consumption","fossil_energy_per_capita","fossil_cons_per_capita","fossil_share_elec","gas_share_elec","gas_cons_change_pct","gas_share_energy","gas_cons_change_twh","gas_consumption","gas_elec_per_capita","gas_energy_per_capita","gas_production","gas_prod_per_capita","hydro_share_elec","hydro_cons_change_pct","hydro_share_energy","hydro_cons_change_twh","hydro_consumption","hydro_elec_per_capita","hydro_energy_per_capita","low_carbon_share_elec","low_carbon_electricity","low_carbon_elec_per_capita","low_carbon_cons_change_pct","low_carbon_share_energy","low_carbon_cons_change_twh","low_carbon_consumption","low_carbon_energy_per_capita","nuclear_share_elec","nuclear_cons_change_pct","nuclear_share_energy","nuclear_cons_change_twh","nuclear_consumption","nuclear_elec_per_capita","nuclear_energy_per_capita","oil_share_elec","oil_cons_change_pct","oil_share_energy","oil_cons_change_twh","oil_consumption","oil_elec_per_capita","oil_energy_per_capita","oil_production","oil_prod_per_capita","other_renewables_elec_per_capita","other_renewables_share_elec","other_renewables_cons_change_pct","other_renewables_share_energy","other_renewables_cons_change_twh","other_renewable_consumption","other_renewables_energy_per_capita","per_capita_electricity","population","primary_energy_consumption","renewables_elec_per_capita","renewables_share_elec","renewables_cons_change_pct","renewables_share_energy","renewables_cons_change_twh","renewables_consumption","renewables_energy_per_capita","solar_share_elec","solar_cons_change_pct","solar_share_energy","solar_cons_change_twh","solar_consumption","solar_elec_per_capita","solar_energy_per_capita","gdp","wind_share_elec","wind_cons_change_pct","wind_share_energy","wind_cons_change_twh","wind_consumption","wind_elec_per_capita","wind_energy_per_capita","gdp.billion","contnew"
"1","Afghanistan","1990","0.302","0.5211993838","AFG","Asia","Southern Asia",-17.323,-0.128,NA,NA,NA,NA,-0.942,-0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,49.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,2548.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12412000,31.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27027456000,NA,NA,NA,NA,NA,NA,NA,27.027456,"Asia"
"2","Afghanistan","1991","0.307","0.521199373","AFG","Asia","Southern Asia",-10.476,-0.064,NA,NA,NA,NA,-56.839,-17.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,41.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567,1026.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13299000,13.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24076392448,NA,NA,NA,NA,NA,NA,NA,24.076392448,"Asia"
"3","Afghanistan","1992","0.316","0.5211994675","AFG","Asia","Southern Asia",-91.489,-0.499,NA,NA,NA,NA,-34.352,-4.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,3.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,618.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14486000,8.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24472467456,NA,NA,NA,NA,NA,NA,NA,24.472467456,"Asia"
"4","Afghanistan","1993","0.312","0.5211993946","AFG","Asia","Southern Asia",-12.501,-0.006,NA,NA,NA,NA,-0.294,-0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,2.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,564.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15817000,8.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18363240448,NA,NA,NA,NA,NA,NA,NA,18.363240448,"Asia"
"5","Afghanistan","1994","0.307","0.5198735658","AFG","Asia","Southern Asia",-14.285,-0.006,NA,NA,NA,NA,-3.561,-0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,504.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17076000,8.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14271192064,NA,NA,NA,NA,NA,NA,NA,14.271192064,"Asia"
"6","Afghanistan","1995","0.331","0.5170261754","AFG","Asia","Southern Asia",-16.634,-0.006,NA,NA,NA,NA,-15.904,-1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,1.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,400.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18111000,7.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21408944128,NA,NA,NA,NA,NA,NA,NA,21.408944128,"Asia"
"7","Afghanistan","1996","0.335","0.5155189883","AFG","Asia","Southern Asia",-40,-0.012,NA,NA,NA,NA,-1.761,-0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351,377.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18853000,7.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20271888384,NA,NA,NA,NA,NA,NA,NA,20.271888384,"Asia"
"8","Afghanistan","1997","0.339","0.517229855","AFG","Asia","Southern Asia",-33.333,-0.006,NA,NA,NA,NA,-4.485,-0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,351.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19357000,6.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19232094208,NA,NA,NA,NA,NA,NA,NA,19.232094208,"Asia"
"9","Afghanistan","1998","0.344","0.518199052","AFG","Asia","Southern Asia",0,0,NA,NA,NA,NA,-2.669,-0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,335.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19738000,6.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18362912768,NA,NA,NA,NA,NA,NA,NA,18.362912768,"Asia"
"10","Afghanistan","1999","0.348","0.5132072602","AFG","Asia","Southern Asia",-50,-0.006,NA,NA,NA,NA,-0.093,-0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378,327.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20171000,6.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17476122624,NA,NA,NA,NA,NA,NA,NA,17.476122624,"Asia"
"11","Afghanistan","2000","0.350","0.5126980755","AFG","Asia","Southern Asia",0,0,NA,NA,NA,NA,-12.633,-0.835,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.006,0.279,0.467,0,0.155,0.155,0.312,0,0,0,0.312,0,0,0.35,277.985,NA,NA,NA,NA,NA,7.459,33.191,33.191,NA,NA,NA,NA,7.459,NA,NA,NA,66.809,NA,NA,NA,NA,15.014,NA,66.809,0.312,15.014,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,22.474,20780000,5.777,15.014,66.809,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,16508834816,0,NA,NA,NA,NA,0,NA,16.508834816,"Asia"
"12","Afghanistan","2001","0.353","0.5142385092","AFG","Asia","Southern Asia",2498.993,0.145,NA,NA,NA,NA,-22.419,-1.295,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.151,6.986,0.592,0,0.094,0.094,0.498,0,0,0,0.498,0,0,0.288,207.409,NA,NA,NA,NA,NA,4.35,15.878,15.878,NA,NA,NA,NA,4.35,NA,NA,NA,84.122,NA,NA,NA,NA,23.048,NA,84.122,0.498,23.048,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,27.399,21607000,4.481,23.048,84.122,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,15574844416,0,NA,NA,NA,NA,0,NA,15.574844416,"Asia"
"13","Afghanistan","2002","0.384","0.5139138614","AFG","Asia","Southern Asia",-19.231,-0.029,NA,NA,NA,NA,-4.909,-0.22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.122,5.394,0.687,0,0.132,0.132,0.555,0,0,0,0.555,0,0,0.166,188.554,NA,NA,NA,NA,NA,5.84,19.214,19.214,NA,NA,NA,NA,5.84,NA,NA,NA,80.786,NA,NA,NA,NA,24.556,NA,80.786,0.555,24.556,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,30.397,22601000,4.262,24.556,80.786,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25676800000,0,NA,NA,NA,NA,0,NA,25.6768,"Asia"
"14","Afghanistan","2003","0.393","0.5121346862","AFG","Asia","Southern Asia",66.667,0.081,NA,NA,NA,NA,18.293,0.78,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.203,8.581,0.939,0,0.309,0.309,0.63,0,0,0,0.63,0,0,0.181,212.873,NA,NA,NA,NA,NA,13.048,32.907,32.907,NA,NA,NA,NA,13.048,NA,NA,NA,67.093,NA,NA,NA,NA,26.604,NA,67.093,0.63,26.604,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,39.652,23681000,5.041,26.604,67.093,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,27805560832,0,NA,NA,NA,NA,0,NA,27.805560832,"Asia"
"15","Afghanistan","2004","0.409","0.5195854492","AFG","Asia","Southern Asia",-2.857,-0.006,NA,NA,NA,NA,-7.385,-0.372,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.197,7.983,0.894,0,0.329,0.329,0.565,0,0,0,0.565,0,0,0.164,188.813,NA,NA,NA,NA,NA,13.305,36.801,36.801,NA,NA,NA,NA,13.305,NA,NA,NA,63.199,NA,NA,NA,NA,22.85,NA,63.199,0.565,22.85,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,36.155,24727000,4.669,22.85,63.199,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,28447686656,0,NA,NA,NA,NA,0,NA,28.447686656,"Asia"
"16","Afghanistan","2005","0.418","0.5167356338","AFG","Asia","Southern Asia",-2.941,-0.006,NA,NA,NA,NA,28.702,1.34,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.192,7.468,0.934,0,0.344,0.344,0.59,0,0,0,0.59,0,0,0.192,234.226,NA,NA,NA,NA,NA,13.409,36.831,36.831,NA,NA,NA,NA,13.409,NA,NA,NA,63.169,NA,NA,NA,NA,22.998,NA,63.169,0.59,22.998,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,36.408,25654000,6.009,22.998,63.169,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,31259645952,0,NA,NA,NA,NA,0,NA,31.259645952,"Asia"
"17","Afghanistan","2006","0.429","0.5215973076","AFG","Asia","Southern Asia",6.061,0.012,NA,NA,NA,NA,21.262,1.278,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.203,7.687,0.837,0,0.2,0.2,0.637,0,0,0,0.637,0,0,0.213,275.655,NA,NA,NA,NA,NA,7.566,23.895,23.895,NA,NA,NA,NA,7.566,NA,NA,NA,76.105,NA,NA,NA,NA,24.099,NA,76.105,0.637,24.099,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,31.665,26433000,7.286,24.099,76.105,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,34132578304,0,NA,NA,NA,NA,0,NA,34.132578304,"Asia"
"18","Afghanistan","2007","0.447","0.5101223068","AFG","Asia","Southern Asia",594.286,1.208,NA,NA,NA,NA,29.101,2.12,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,1.411,52.057,0.946,0,0.198,0.198,0.748,0,0,0,0.748,0,0,0.237,347.103,NA,NA,NA,NA,NA,7.306,20.93,20.93,NA,NA,NA,NA,7.306,NA,NA,NA,79.07,NA,NA,NA,NA,27.6,NA,79.07,0.748,27.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,34.906,27101000,9.407,27.6,79.07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,39628988416,0,NA,NA,NA,NA,0,NA,39.628988416,"Asia"
"19","Afghanistan","2008","0.447","0.5047457326","AFG","Asia","Southern Asia",42.798,0.604,NA,NA,NA,NA,74.308,6.99,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,2.015,72.671,0.728,0,0.186,0.186,0.542,0,0,0,0.542,0,0,0.404,591.474,NA,NA,NA,NA,NA,6.709,25.549,25.549,NA,NA,NA,NA,6.709,NA,NA,NA,74.45,NA,NA,NA,NA,19.551,NA,74.451,0.542,19.552,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,26.261,27722000,16.397,19.552,74.451,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,40561582080,0.001,NA,NA,NA,NA,0,NA,40.56158208,"Asia"
"20","Afghanistan","2009","0.460","0.5035437098","AFG","Asia","Southern Asia",44.092,0.888,NA,NA,NA,NA,63.496,10.411,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,2.903,102.231,0.938,0,0.162,0.162,0.776,0,0,0,0.776,0,0,0.564,944.117,NA,NA,NA,NA,NA,5.705,17.269,17.269,NA,NA,NA,NA,5.705,NA,NA,NA,82.72,NA,NA,NA,NA,27.329,NA,82.731,0.776,27.332,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,33.038,28395000,26.808,27.332,82.731,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,47539798016,0.011,NA,NA,NA,NA,0.004,NA,47.539798016,"Asia"
"21","Afghanistan","2010","0.472","0.503189392","AFG","Asia","Southern Asia",45,1.306,NA,NA,NA,NA,23.821,6.386,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,4.209,144.218,0.936,0,0.185,0.185,0.751,0,0,0,0.751,0,0,0.676,1137.331,NA,NA,NA,NA,NA,6.339,19.759,19.759,NA,NA,NA,NA,6.339,NA,NA,NA,80.209,NA,NA,NA,NA,25.732,NA,80.241,0.751,25.742,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,32.08,29186000,33.194,25.742,80.241,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,0.007,NA,49068883968,0.011,NA,NA,NA,NA,0.003,NA,49.068883968,"Asia"
"22","Afghanistan","2011","0.477","0.4974642284","AFG","Asia","Southern Asia",104.138,4.383,NA,NA,NA,NA,35.558,11.803,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,8.592,285.302,0.847,0,0.252,0.252,0.595,0,0,0,0.595,0,0,0.844,1494.088,NA,NA,NA,NA,NA,8.367,29.742,29.742,NA,NA,NA,NA,8.367,NA,NA,NA,70.223,NA,NA,NA,NA,19.756,NA,70.258,0.595,19.766,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,28.134,30117000,44.997,19.766,70.258,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,0.007,NA,53326336000,0.012,NA,NA,NA,NA,0.003,NA,53.326336,"Asia"
"23","Afghanistan","2012","0.489","0.4977148536","AFG","Asia","Southern Asia",-16.216,-1.393,NA,NA,NA,NA,-10.5,-4.725,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,7.199,231.028,0.912,0,0.174,0.174,0.71,0,0,0,0.738,0.028,0,0.681,1292.41,NA,NA,NA,NA,NA,5.584,19.079,19.079,NA,NA,NA,NA,5.584,NA,NA,NA,77.851,NA,NA,NA,NA,22.785,NA,80.921,0.738,23.683,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,29.267,31161000,40.273,23.683,80.921,NA,NA,NA,NA,NA,3.07,NA,NA,NA,NA,0.899,NA,59166900224,0,NA,NA,NA,NA,0,NA,59.166900224,"Asia"
"24","Afghanistan","2013","0.496","0.4990034494","AFG","Asia","Southern Asia",8.629,0.621,NA,NA,NA,NA,-18.533,-7.464,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,7.82,242.339,1.052,0,0.218,0.218,0.804,0,0,0,0.834,0.03,0,0.521,1016.698,NA,NA,NA,NA,NA,6.756,20.722,20.722,NA,NA,NA,NA,6.756,NA,NA,NA,76.426,NA,NA,NA,NA,24.915,NA,79.278,0.834,25.844,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,32.6,32270000,32.809,25.844,79.278,NA,NA,NA,NA,NA,2.852,NA,NA,NA,NA,0.93,NA,62993698816,0,NA,NA,NA,NA,0,NA,62.993698816,"Asia"
"25","Afghanistan","2014","0.500","0.4938981949","AFG","Asia","Southern Asia",12.65,0.989,NA,NA,NA,NA,-9.544,-3.131,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,8.81,263.989,1.081,0,0.154,0.154,0.895,0,0,0,0.927,0.032,0,0.461,889.321,NA,NA,NA,NA,NA,4.615,14.246,14.246,NA,NA,NA,NA,4.615,NA,NA,NA,82.794,NA,NA,NA,NA,26.82,NA,85.754,0.927,27.779,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,32.393,33371000,29.678,27.779,85.754,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,0.959,NA,64346107904,0,NA,NA,NA,NA,0,NA,64.346107904,"Asia"
"26","Afghanistan","2015","0.500","0.4964219779","AFG","Asia","Southern Asia",-10.043,-0.885,NA,NA,NA,NA,10.917,3.24,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,7.925,230.278,1.166,0,0.144,0.144,0.989,0,0,0,1.022,0.033,0,0.524,956.51,NA,NA,NA,NA,NA,4.184,12.35,12.35,NA,NA,NA,NA,4.184,NA,NA,NA,84.82,NA,NA,NA,NA,28.738,NA,87.65,1.022,29.697,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,33.882,34414000,32.917,29.697,87.65,NA,NA,NA,NA,NA,2.83,NA,NA,NA,NA,0.959,NA,62783393792,0,NA,NA,NA,NA,0,NA,62.783393792,"Asia"
"27","Afghanistan","2016","0.502","0.4987890237","AFG","Asia","Southern Asia",24.396,1.933,NA,NA,NA,NA,8.567,2.82,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,9.858,278.61,1.21,0,0.15,0.15,1.025,0,0,0,1.06,0.035,0,0.556,1010.014,NA,NA,NA,NA,NA,4.239,12.397,12.397,NA,NA,NA,NA,4.239,NA,NA,NA,84.711,NA,NA,NA,NA,28.969,NA,87.603,1.06,29.958,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,34.197,35383000,35.737,29.958,87.603,NA,NA,NA,NA,NA,2.893,NA,NA,NA,NA,0.989,NA,64297426944,0,NA,NA,NA,NA,0,NA,64.297426944,"Asia"
"28","Afghanistan","2017","0.506","0.5021904521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Afghanistan","2018","0.509","0.5021904702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Afghanistan","2019","0.511","0.5021904527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Albania","1990","0.650","0.42972673","ALB","Europe","Southern Europe",-5.563,-0.334,-63.992,-4.913,-36.17,-11.476,-26.494,-14.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.667,1724.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.023,12260.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.765,841.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.252,6162.968,NA,NA,NA,NA,NA,NA,NA,NA,3286000,40.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13325848576,NA,NA,NA,NA,NA,NA,NA,13.325848576,"Europe"
