"","continent","year","energy_type","meanconsmp"
"654","Europe",2017,"renewable",108.572575757576
"655","Europe",2018,"coal",120.072787878788
"656","Europe",2018,"nuclear",85.8881212121212
"657","Europe",2018,"renewable",114.82696969697
"658","Europe",2019,"coal",105.658696969697
"659","Europe",2019,"nuclear",85.3509696969697
"660","Europe",2019,"renewable",117.235
"661","Oceania",1965,"coal",110.5795
"662","Oceania",1965,"nuclear",0
"663","Oceania",1965,"renewable",26.8785
"664","Oceania",1966,"coal",113.9985
"665","Oceania",1966,"nuclear",0
"666","Oceania",1966,"renewable",27.491
"667","Oceania",1967,"coal",116.1205
"668","Oceania",1967,"nuclear",0
"669","Oceania",1967,"renewable",28.126
"670","Oceania",1968,"coal",118.843
"671","Oceania",1968,"nuclear",0
"672","Oceania",1968,"renewable",29.5845
"673","Oceania",1969,"coal",122.838
"674","Oceania",1969,"nuclear",0
"675","Oceania",1969,"renewable",30.456
"676","Oceania",1970,"coal",124.0525
"677","Oceania",1970,"nuclear",0
"678","Oceania",1970,"renewable",33.8545
"679","Oceania",1971,"coal",123.583
"680","Oceania",1971,"nuclear",0
"681","Oceania",1971,"renewable",38.084
"682","Oceania",1972,"coal",128.9435
"683","Oceania",1972,"nuclear",0
"684","Oceania",1972,"renewable",39.3815
"685","Oceania",1973,"coal",134.9655
"686","Oceania",1973,"nuclear",0
"687","Oceania",1973,"renewable",40.227
"688","Oceania",1974,"coal",140.7575
"689","Oceania",1974,"nuclear",0
"690","Oceania",1974,"renewable",43.405
"691","Oceania",1975,"coal",144.4795
"692","Oceania",1975,"nuclear",0
"693","Oceania",1975,"renewable",46.982
"694","Oceania",1976,"coal",149.3545
"695","Oceania",1976,"nuclear",0
"696","Oceania",1976,"renewable",44.2675
"697","Oceania",1977,"coal",155.146
"698","Oceania",1977,"nuclear",0
"699","Oceania",1977,"renewable",42.1555
"700","Oceania",1978,"coal",158.361
"701","Oceania",1978,"nuclear",0
"702","Oceania",1978,"renewable",45.0305
"703","Oceania",1979,"coal",164.396
"704","Oceania",1979,"nuclear",0
"705","Oceania",1979,"renewable",48.147
"706","Oceania",1980,"coal",169.196
"707","Oceania",1980,"nuclear",0
"708","Oceania",1980,"renewable",48.4285
"709","Oceania",1981,"coal",173.3585
"710","Oceania",1981,"nuclear",0
"711","Oceania",1981,"renewable",49.402
"712","Oceania",1982,"coal",174.996
"713","Oceania",1982,"nuclear",0
"714","Oceania",1982,"renewable",46.166
"715","Oceania",1983,"coal",175.6525
"716","Oceania",1983,"nuclear",0
"717","Oceania",1983,"renewable",47.185
"718","Oceania",1984,"coal",184.81
"719","Oceania",1984,"nuclear",0
"720","Oceania",1984,"renewable",49.6705
"721","Oceania",1985,"coal",190.4025
"722","Oceania",1985,"nuclear",0
"723","Oceania",1985,"renewable",49.7155
"724","Oceania",1986,"coal",196.0215
"725","Oceania",1986,"nuclear",0
"726","Oceania",1986,"renewable",53.26
"727","Oceania",1987,"coal",202.7555
"728","Oceania",1987,"nuclear",0
"729","Oceania",1987,"renewable",52.46
"730","Oceania",1988,"coal",213.465
"731","Oceania",1988,"nuclear",0
"732","Oceania",1988,"renewable",55.272
"733","Oceania",1989,"coal",224.1465
"734","Oceania",1989,"nuclear",0
"735","Oceania",1989,"renewable",55.394
"736","Oceania",1990,"coal",229.138
"737","Oceania",1990,"nuclear",0
"738","Oceania",1990,"renewable",57.379
"739","Oceania",1991,"coal",233.2725
"740","Oceania",1991,"nuclear",0
"741","Oceania",1991,"renewable",58.414
"742","Oceania",1992,"coal",235.2915
"743","Oceania",1992,"nuclear",0
"744","Oceania",1992,"renewable",56.2195
"745","Oceania",1993,"coal",236.6475
"746","Oceania",1993,"nuclear",0
"747","Oceania",1993,"renewable",60.3485
"748","Oceania",1994,"coal",240.941
"749","Oceania",1994,"nuclear",0
"750","Oceania",1994,"renewable",63.1165
"751","Oceania",1995,"coal",248.911
"752","Oceania",1995,"nuclear",0
"753","Oceania",1995,"renewable",64.864
"754","Oceania",1996,"coal",258.7085
"755","Oceania",1996,"nuclear",0
"756","Oceania",1996,"renewable",63.562
"757","Oceania",1997,"coal",271.9935
"758","Oceania",1997,"nuclear",0
"759","Oceania",1997,"renewable",59.69
"760","Oceania",1998,"coal",283.1655
"761","Oceania",1998,"nuclear",0
"762","Oceania",1998,"renewable",62.9995
"763","Oceania",1999,"coal",300.4705
"764","Oceania",1999,"nuclear",0
"765","Oceania",1999,"renewable",60.7865
"766","Oceania",2000,"coal",302.222
"767","Oceania",2000,"nuclear",0
"768","Oceania",2000,"renewable",63.2935
"769","Oceania",2001,"coal",300.7695
"770","Oceania",2001,"nuclear",0
"771","Oceania",2001,"renewable",58.489
"772","Oceania",2002,"coal",307.357
"773","Oceania",2002,"nuclear",0
"774","Oceania",2002,"renewable",63.2815
"775","Oceania",2003,"coal",319.4595
"776","Oceania",2003,"nuclear",0
"777","Oceania",2003,"renewable",62.045
"778","Oceania",2004,"coal",332.785
"779","Oceania",2004,"nuclear",0
"780","Oceania",2004,"renewable",67.926
"781","Oceania",2005,"coal",332.278
"782","Oceania",2005,"nuclear",0
"783","Oceania",2005,"renewable",64.988
"784","Oceania",2006,"coal",340.7175
"785","Oceania",2006,"nuclear",0
"786","Oceania",2006,"renewable",66.2565
"787","Oceania",2007,"coal",334.725
"788","Oceania",2007,"nuclear",0
"789","Oceania",2007,"renewable",66.8105
"790","Oceania",2008,"coal",350.8465
"791","Oceania",2008,"nuclear",0
"792","Oceania",2008,"renewable",66.6875
"793","Oceania",2009,"coal",336.8045
"794","Oceania",2009,"nuclear",0
"795","Oceania",2009,"renewable",73.605
"796","Oceania",2010,"coal",311.7005
"797","Oceania",2010,"nuclear",0
"798","Oceania",2010,"renewable",81.199
"799","Oceania",2011,"coal",304.1315
"800","Oceania",2011,"nuclear",0
"801","Oceania",2011,"renewable",93.515
"802","Oceania",2012,"coal",287.335
"803","Oceania",2012,"nuclear",0
"804","Oceania",2012,"renewable",88.859
"805","Oceania",2013,"coal",272.027
"806","Oceania",2013,"nuclear",0
"807","Oceania",2013,"renewable",95.0365
"808","Oceania",2014,"coal",269.165
"809","Oceania",2014,"nuclear",0
"810","Oceania",2014,"renewable",93.636
"811","Oceania",2015,"coal",278.512
"812","Oceania",2015,"nuclear",0
"813","Oceania",2015,"renewable",97.444
"814","Oceania",2016,"coal",276.8965
"815","Oceania",2016,"nuclear",0
"816","Oceania",2016,"renewable",105.09
"817","Oceania",2017,"coal",268.0105
"818","Oceania",2017,"nuclear",0
"819","Oceania",2017,"renewable",100.8765
"820","Oceania",2018,"coal",263.7315
"821","Oceania",2018,"nuclear",0
"822","Oceania",2018,"renewable",115.306
"823","Oceania",2019,"coal",256.272
"824","Oceania",2019,"nuclear",0
"825","Oceania",2019,"renewable",121.325
